token,logprob_actual,logprob_max,entropy,most_likely_token
ĠAm,-2.53125,-2.2421875,3.97265625,ĠAb
ĠAb,-0.251708984375,-0.251708984375,1.0361328125,ĠAb
end,-0.00012814998626708984,-0.00012814998626708984,0.00164031982421875,end
Ġko,-1.5087890625,-1.5087890625,3.7265625,Ġko
che,-0.00014328956604003906,-0.00014328956604003906,0.0018711090087890625,che
Ġich,-0.040771484375,-0.040771484375,0.21728515625,Ġich
Ġgerne,-1.9404296875,-1.4560546875,2.736328125,Ġmir
Ġetwas,-3.134765625,-1.2587890625,2.259765625,","
ĠLe,-0.8583984375,-0.8583984375,2.30078125,ĠLe
ck,-0.007015228271484375,-0.007015228271484375,0.047027587890625,ck
eres,-0.0511474609375,-0.0511474609375,0.204345703125,eres
Ġund,-1.6884765625,-1.1884765625,1.7158203125,Ġoder
Ġents,-4.0390625,-2.3984375,4.0625,Ġgenie
pan,-0.0006365776062011719,-0.0006365776062011719,0.005970001220703125,pan
ne,-0.0022373199462890625,-0.0022373199462890625,0.01873779296875,ne
Ġmich,-0.7314453125,-0.7314453125,1.94921875,Ġmich
Ġbeim,-3.01953125,-1.48828125,2.4609375,Ġdann
ĠFern,-1.185546875,-0.84130859375,1.79296875,ĠEssen
sehen,-0.029266357421875,-0.029266357421875,0.1337890625,sehen
Ġoder,-0.873046875,-0.873046875,1.4658203125,Ġoder
ĠhÃ¶,-6.09765625,-1.84765625,2.80078125,Ġbeim
re,-0.003631591796875,-0.003631591796875,0.0267181396484375,re
ĠMusik,-0.53076171875,-0.53076171875,2.359375,ĠMusik
.,-0.488525390625,-0.488525390625,1.578125,.

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
B,-3.5546875,-1.8115234375,4.6640625,1
:,-11.3203125,-1.4072265625,2.974609375,und
ĠIch,-8.25,-2.3515625,6.859375,Ġ
Ġer,-4.125,-1.9619140625,4.14453125,Ġhabe
inn,-0.7880859375,-0.7880859375,1.9814453125,inn
ere,-0.006595611572265625,-0.006595611572265625,0.045867919921875,ere
Ġmich,-0.2308349609375,-0.2308349609375,1.2939453125,Ġmich
Ġan,-1.4365234375,-1.4365234375,2.921875,Ġan
Ġeine,-2.48046875,-2.06640625,4.07421875,Ġdie
ĠZeit,-3.599609375,-2.865234375,6.04296875,ĠSituation
",",-0.359619140625,-0.359619140625,1.6376953125,","
Ġals,-1.5126953125,-0.84130859375,1.94140625,Ġin
Ġich,-0.7119140625,-0.7119140625,2.7734375,Ġich
Ġmit,-3.4296875,-1.6630859375,4.62890625,Ġnoch
Ġmeiner,-1.91796875,-1.91796875,4.32421875,Ġmeiner
ĠFamilie,-1.916015625,-1.236328125,3.5078125,ĠM
Ġin,-1.2060546875,-1.2060546875,3.744140625,Ġin
Ġeinem,-1.3271484375,-1.3271484375,4.1875,Ġeinem
Ġkleinen,-1.599609375,-1.599609375,4.41796875,Ġkleinen
ĠDor,-0.634765625,-0.634765625,2.53515625,ĠDor
f,-0.0014133453369140625,-0.0014133453369140625,0.0153045654296875,f
Ġauf,-3.26953125,-1.2294921875,2.404296875,Ġin
Ġeinem,-3.19140625,-1.0205078125,1.779296875,w
ĠBerg,-2.548828125,-1.6279296875,3.8984375,ĠH
Ġwar,-6.55859375,-0.6279296875,1.96875,Ġle
.,-0.6201171875,-0.6201171875,1.3544921875,.
ĠEs,-1.5244140625,-1.5244140625,2.884765625,ĠEs
Ġwar,-0.427490234375,-0.427490234375,1.2294921875,Ġwar
Ġein,-1.4697265625,-1.4072265625,3.271484375,Ġeine
ĠWinter,-6.80078125,-1.6064453125,3.3984375,ĠschÃ¶
wo,-5.171875,-0.8193359375,2.119140625,","
chen,-0.04156494140625,-0.04156494140625,0.1929931640625,chen
ende,-0.0023441314697265625,-0.0023441314697265625,0.0232696533203125,ende
",",-0.8310546875,-0.8310546875,1.474609375,","
Ġund,-0.31103515625,-0.31103515625,1.494140625,Ġund
Ġwir,-0.8701171875,-0.8701171875,2.048828125,Ġwir
Ġhatten,-1.4716796875,-0.59619140625,1.8125,Ġwaren
Ġviel,-2.966796875,-2.435546875,4.046875,Ġeine
ĠSch,-0.82080078125,-0.82080078125,1.5380859375,ĠSch
nee,-0.005096435546875,-0.005096435546875,0.037139892578125,nee
.,-0.401611328125,-0.401611328125,1.2412109375,.
ĠAn,-4.60546875,-1.25390625,2.37109375,ĠWir
Ġdiesem,-0.372314453125,-0.372314453125,1.16796875,Ġdiesem
ĠTag,-1.6669921875,-0.5888671875,1.4482421875,ĠWochen
Ġsind,-6.296875,-1.7255859375,3.12890625,Ġwaren
Ġwir,-0.214111328125,-0.214111328125,0.91259765625,Ġwir
Ġalle,-3.158203125,-1.4072265625,2.826171875,Ġmit
Ġzusammen,-0.896484375,-0.896484375,2.541015625,Ġzusammen
Ġmit,-2.8359375,-1.5458984375,2.962890625,Ġin
ĠSchl,-3.447265625,-1.587890625,2.7265625,Ġunseren
itten,-0.0164642333984375,-0.0164642333984375,0.08477783203125,itten
Ġden,-4.44921875,-0.763671875,2.490234375,Ġund
ĠHang,-3.736328125,-0.080078125,0.447021484375,ĠBerg
Ġhin,-0.271728515625,-0.271728515625,0.94921875,Ġhin
unter,-0.031646728515625,-0.031646728515625,0.155029296875,unter
ge,-0.397705078125,-0.397705078125,1.1962890625,ge
fahren,-0.04620361328125,-0.04620361328125,0.2347412109375,fahren
.,-0.27783203125,-0.27783203125,0.798828125,.
ĠEs,-1.322265625,-1.322265625,2.748046875,ĠEs
Ġwar,-0.1708984375,-0.1708984375,0.77392578125,Ġwar
Ġeine,-1.5498046875,-0.8310546875,1.912109375,Ġein
Ġsehr,-2.392578125,-1.470703125,2.625,Ġw
Ġlust,-1.623046875,-0.623046875,2.001953125,ĠschÃ¶ne
ige,-0.0009417533874511719,-0.0009417533874511719,0.00965118408203125,ige
ĠErf,-3.408203125,-0.454345703125,1.2958984375,Ġund
ahrung,-0.0014247894287109375,-0.0014247894287109375,0.01256561279296875,ahrung
",",-0.94140625,-0.78515625,1.2646484375,.
Ġweil,-5.03515625,-0.2208251953125,0.958984375,Ġund
Ġwir,-0.59521484375,-0.59521484375,1.71484375,Ġwir
Ġalle,-0.7626953125,-0.7626953125,2.033203125,Ġalle
Ġwie,-7.3125,-0.382080078125,1.6611328125,Ġzusammen
ĠKinder,-1.9990234375,-1.5537109375,3.337890625,Ġverr
Ġwaren,-0.59619140625,-0.59619140625,2.7265625,Ġwaren
",",-1.7919921875,-0.43310546875,1.0087890625,Ġund
Ġtrotz,-6.4296875,-0.7734375,2.0078125,Ġdie
Ġdes,-2.142578125,-0.970703125,1.8369140625,Ġunserer
ĠAl,-0.72216796875,-0.72216796875,2.73828125,ĠAl
ters,-0.0005159378051757812,-0.0005159378051757812,0.005283355712890625,ters
.,-4.42578125,-0.049468994140625,0.30908203125,unt
ĠAber,-3.19921875,-1.41015625,3.013671875,ĠWir
Ġwas,-4.04296875,-1.8017578125,3.423828125,Ġes
Ġmir,-2.091796875,-1.2158203125,2.509765625,Ġmich
Ġwirklich,-2.3203125,-1.671875,3.115234375,Ġam
Ġin,-1.98046875,-1.98046875,3.591796875,Ġin
ĠEr,-0.10699462890625,-0.10699462890625,0.544921875,ĠEr
inner,-0.0004024505615234375,-0.0004024505615234375,0.00372314453125,inner
ung,-0.0007333755493164062,-0.0007333755493164062,0.006168365478515625,ung
Ġge,-0.09149169921875,-0.09149169921875,0.42822265625,Ġge
bl,-0.0009145736694335938,-0.0009145736694335938,0.00878143310546875,bl
ie,-2.86102294921875e-06,-2.86102294921875e-06,3.921985626220703e-05,ie
ben,-0.00020992755889892578,-0.00020992755889892578,0.002471923828125,ben
Ġist,-0.007045745849609375,-0.007045745849609375,0.0491943359375,Ġist
",",-0.019195556640625,-0.019195556640625,0.1463623046875,","
Ġwar,-0.52685546875,-0.52685546875,1.3232421875,Ġwar
",",-0.87158203125,-0.87158203125,1.880859375,","
Ġdass,-0.791015625,-0.791015625,1.1494140625,Ġdass
Ġich,-1.1494140625,-1.0947265625,2.267578125,Ġwir
Ġmich,-1.81640625,-1.81640625,4.0859375,Ġmich
Ġnach,-3.56640625,-2.23828125,4.203125,Ġan
Ġdiesem,-1.630859375,-0.89697265625,2.115234375,Ġdem
ĠTag,-0.701171875,-0.701171875,2.416015625,ĠTag
Ġviel,-4.38671875,-1.7626953125,3.94921875,Ġsehr
ĠnÃ¤,-3.6015625,-0.9453125,3.111328125,Ġbesser
her,-0.0003616809844970703,-0.0003616809844970703,0.00434112548828125,her
Ġmit,-1.685546875,-1.232421875,2.1328125,Ġzu
Ġmeiner,-0.445556640625,-0.445556640625,1.263671875,Ġmeiner
ĠFamilie,-0.2244873046875,-0.2244873046875,0.86669921875,ĠFamilie
Ġverb,-0.10247802734375,-0.10247802734375,0.485107421875,Ġverb
unden,-0.00015401840209960938,-0.00015401840209960938,0.0016355514526367188,unden
Ġf,-0.55712890625,-0.55712890625,0.8330078125,Ġf
Ã¼hl,-0.000720977783203125,-0.000720977783203125,0.00690460205078125,Ã¼hl
te,-0.00014221668243408203,-0.00014221668243408203,0.0017070770263671875,te
.,-0.7099609375,-0.7099609375,1.4794921875,.
ĠEs,-1.451171875,-1.154296875,2.853515625,ĠIch
Ġwar,-0.317626953125,-0.317626953125,1.2685546875,Ġwar
Ġein,-1.958984375,-0.78662109375,2.12109375,","
ĠMoment,-2.333984375,-1.724609375,3.6875,ĠTag
",",-0.61669921875,-0.61669921875,1.4794921875,","
Ġin,-0.367919921875,-0.367919921875,1.1669921875,Ġin
Ġdem,-0.0028095245361328125,-0.0028095245361328125,0.0238037109375,Ġdem
Ġwir,-0.92236328125,-0.89111328125,1.583984375,Ġich
Ġuns,-1.9228515625,-0.406982421875,1.5107421875,Ġalle
Ġalle,-0.5888671875,-0.5888671875,2.09375,Ġalle
ĠunterstÃ¼t,-6.4765625,-1.640625,3.6484375,Ġgeg
zt,-0.64892578125,-0.64892578125,0.935546875,zt
Ġund,-0.66845703125,-0.66845703125,1.044921875,Ġund
Ġgemeins,-4.484375,-1.080078125,3.205078125,Ġgel
am,-0.011474609375,-0.011474609375,0.07275390625,am
Ġgel,-2.525390625,-2.337890625,4.50390625,Ġgef
acht,-2.884765625,-0.08856201171875,0.400390625,ie
Ġhaben,-0.2017822265625,-0.2017822265625,0.67041015625,Ġhaben
",",-1.2578125,-0.6953125,1.5576171875,.
Ġwas,-2.9921875,-1.5390625,3.76171875,Ġund
Ġdam,-7.28125,-1.9677734375,4.05078125,Ġwir
als,-0.00035452842712402344,-0.00035452842712402344,0.003662109375,als
Ġsehr,-2.57421875,-1.6357421875,3.876953125,Ġnicht
Ġwichtig,-1.1328125,-1.0390625,2.412109375,Ġsel
ĠfÃ¼r,-0.99560546875,-0.52685546875,0.884765625,Ġwar
Ġmich,-0.378662109375,-0.378662109375,1.099609375,Ġmich
Ġwar,-0.059478759765625,-0.059478759765625,0.327880859375,Ġwar
.,-0.61572265625,-0.61572265625,1.53125,.
ĠDiese,-4.69140625,-1.6142578125,4.02734375,ĠIch
ĠMom,-2.861328125,-1.7060546875,4.32421875,ĠErf
ente,-7.677078247070312e-05,-7.677078247070312e-05,0.0009441375732421875,ente
Ġmit,-3.68359375,-1.9111328125,4.05859375,Ġsind
Ġder,-1.755859375,-0.677734375,2.12890625,Ġmeiner
ĠFamilie,-0.057159423828125,-0.057159423828125,0.43603515625,ĠFamilie
Ġsind,-1.5166015625,-1.5166015625,3.646484375,Ġsind
ĠfÃ¼r,-2.728515625,-1.7900390625,3.982421875,Ġes
Ġmich,-0.160400390625,-0.160400390625,0.84814453125,Ġmich
Ġun,-3.443359375,-2.607421875,4.203125,Ġdie
ers,-1.7529296875,-0.393798828125,1.25390625,ver
etz,-0.0024166107177734375,-0.0024166107177734375,0.0208740234375,etz
lich,-0.36474609375,-0.36474609375,0.72216796875,lich
.,-1.4638671875,-1.4638671875,2.099609375,.

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
B,-3.5546875,-1.8115234375,4.6640625,1
:,-11.3203125,-1.4072265625,2.974609375,und
ĠIn,-5.75,-2.3515625,6.859375,Ġ
Ġletz,-7.75390625,-1.8330078125,4.953125,Ġder
ter,-0.01102447509765625,-0.01102447509765625,0.0810546875,ter
ĠZeit,-0.152587890625,-0.152587890625,0.80029296875,ĠZeit
Ġhabe,-2.984375,-2.21875,4.4375,ĠhÃ¤
Ġich,-0.069091796875,-0.069091796875,0.496337890625,Ġich
Ġmich,-1.951171875,-1.951171875,4.5859375,Ġmich
Ġmehr,-3.244140625,-2.189453125,4.3359375,Ġimmer
Ġmit,-1.7255859375,-1.2412109375,2.736328125,Ġund
Ġmeiner,-3.0078125,-1.75,4.796875,Ġdem
Ġmental,-7.8828125,-2.287109375,4.91015625,ĠArbeit
en,-0.0088653564453125,-0.0088653564453125,0.086181640625,en
ĠGes,-1.27734375,-1.27734375,3.248046875,ĠGes
und,-0.001983642578125,-0.001983642578125,0.0200042724609375,und
heit,-0.004817962646484375,-0.004817962646484375,0.03826904296875,heit
Ġbesch,-0.7626953125,-0.7626953125,1.7333984375,Ġbesch
Ã¤ft,-0.0139007568359375,-0.0139007568359375,0.10601806640625,Ã¤ft
igt,-0.005748748779296875,-0.005748748779296875,0.044342041015625,igt
.,-1.2626953125,-1.2626953125,1.7783203125,.
ĠIch,-0.833984375,-0.833984375,3.484375,ĠIch
ĠwÃ¼rde,-5.0,-0.9541015625,3.046875,Ġhabe
Ġsagen,-1.501953125,-1.009765625,2.689453125,Ġgerne
",",-0.039093017578125,-0.039093017578125,0.333740234375,","
Ġdass,-0.634765625,-0.634765625,1.79296875,Ġdass
Ġich,-0.4111328125,-0.4111328125,1.7607421875,Ġich
Ġin,-2.705078125,-2.494140625,4.70703125,Ġmich
Ġeiner,-2.9453125,-1.234375,2.947265625,Ġden
Ġstabil,-5.8203125,-2.3359375,4.71875,ĠDepression
en,-0.005237579345703125,-0.005237579345703125,0.0462646484375,en
Ġpsych,-1.666015625,-1.666015625,3.60546875,Ġpsych
ischen,-0.02349853515625,-0.02349853515625,0.1474609375,ischen
ĠVer,-0.11175537109375,-0.11175537109375,0.6005859375,ĠVer
f,-0.0014295578002929688,-0.0014295578002929688,0.0132904052734375,f
ass,-8.106231689453125e-06,-8.106231689453125e-06,0.0001055598258972168,ass
ung,-0.00024008750915527344,-0.00024008750915527344,0.0026798248291015625,ung
Ġbin,-0.05712890625,-0.05712890625,0.413818359375,Ġbin
",",-1.0322265625,-0.84521484375,1.4140625,.
Ġaber,-1.1201171875,-1.1201171875,3.298828125,Ġaber
Ġes,-2.02734375,-0.74609375,2.771484375,Ġich
Ġgibt,-0.51611328125,-0.51611328125,1.8642578125,Ġgibt
ĠMom,-3.712890625,-1.064453125,3.068359375,Ġimmer
ente,-9.262561798095703e-05,-9.262561798095703e-05,0.0011882781982421875,ente
",",-0.1201171875,-0.1201171875,0.6103515625,","
Ġin,-0.03179931640625,-0.03179931640625,0.2191162109375,Ġin
Ġdenen,-0.0016584396362304688,-0.0016584396362304688,0.017242431640625,Ġdenen
Ġich,-0.1898193359375,-0.1898193359375,0.9755859375,Ġich
Ġmich,-1.1455078125,-1.1455078125,3.958984375,Ġmich
ĠÃ¼ber,-3.6796875,-2.359375,4.3984375,Ġschle
ford,-0.73779296875,-0.73779296875,1.4853515625,ford
ert,-0.12261962890625,-0.12261962890625,0.38232421875,ert
ĠfÃ¼h,-0.289794921875,-0.289794921875,0.85595703125,ĠfÃ¼h
le,-0.005603790283203125,-0.005603790283203125,0.036865234375,le
.,-0.7451171875,-0.7451171875,1.578125,.
ĠGer,-7.05078125,-0.94775390625,3.48046875,ĠIch
ade,-0.046356201171875,-0.046356201171875,0.2357177734375,ade
Ġin,-1.5068359375,-1.5068359375,3.529296875,Ġin
Ġstress,-3.302734375,-1.5986328125,3.263671875,Ġder
igen,-0.0229339599609375,-0.0229339599609375,0.150634765625,igen
ĠPh,-1.1142578125,-1.0673828125,1.5791015625,ĠZe
as,-0.00037741661071777344,-0.00037741661071777344,0.0043487548828125,as
en,-6.949901580810547e-05,-6.949901580810547e-05,0.0009279251098632812,en
Ġmer,-3.75,-2.015625,4.3125,","
ke,-0.00711822509765625,-0.00711822509765625,0.0494384765625,ke
Ġich,-0.0016851425170898438,-0.0016851425170898438,0.018585205078125,Ġich
",",-0.2120361328125,-0.2120361328125,1.22265625,","
Ġdass,-0.28759765625,-0.28759765625,0.65771484375,Ġdass
Ġes,-2.6796875,-0.351806640625,1.43359375,Ġich
