token,logprob_actual,logprob_max,entropy,most_likely_token
pro,-0.02017185464501381,-0.02017185464501381,0.16600948572158813,pro
chen,-0.0009941878961399198,-0.0009941878961399198,0.010222059674561024,chen
.,-1.1143840551376343,-0.9520553350448608,2.122511386871338,","
Ġich,-1.5713167190551758,-1.0209379196166992,3.185415029525757,Ġer
ĠweiÃŁ,-2.6548807621002197,-1.9028513431549072,3.666247606277466,Ġhabe
Ġnicht,-0.33466610312461853,-0.33466610312461853,1.5780855417251587,Ġnicht
",",-0.8231889605522156,-0.8231889605522156,2.057260513305664,","
Ġwar,-3.2141332626342773,-0.7871618270874023,1.7934794425964355,Ġob
um,-0.004376595374196768,-0.004376595374196768,0.04175945371389389,um
Ġich,-0.712649405002594,-0.712649405002594,2.104495048522949,Ġich
Ġan,-4.1122870445251465,-1.482667326927185,3.4878125190734863,Ġihn
fang,-2.356501579284668,-1.2921780347824097,2.9847257137298584,Ġihn
en,-1.1698925495147705,-0.6603958010673523,1.7548503875732422,s
Ġsollte,-2.346297025680542,-1.6604840755462646,2.6775035858154297,Ġwill
Ġzu,-3.219787359237671,-0.37878015637397766,1.736675500869751,","
Ġwe,-1.8518356084823608,-1.70950448513031,3.616614818572998,Ġgl
inen,-0.004964287858456373,-0.004964287858456373,0.04216117039322853,inen
",",-0.7751345038414001,-0.7751345038414001,1.7466473579406738,","
ĠwÃ¤hrend,-3.746389865875244,-1.4907851219177246,3.0522427558898926,Ġaber
Ġich,-0.2314075231552124,-0.2314075231552124,1.055825114250183,Ġich
Ġihm,-2.871847152709961,-2.0262928009033203,3.9026832580566406,Ġmit
Ġzu,-2.380817413330078,-2.1557207107543945,3.7553083896636963,Ġin
h,-0.0458073727786541,-0.0458073727786541,0.38184434175491333,h
Ã¶r,-1.4933568239212036,-0.2977334260940552,0.709044337272644,Ã¶
te,-0.004827510565519333,-0.004827510565519333,0.0472479984164238,te
.,-0.7480567693710327,-0.7480567693710327,1.4108014106750488,.
Ġer,-1.7369368076324463,-0.9238559603691101,2.972562789916992,Ġich
Ġhat,-2.7576730251312256,-1.1304967403411865,3.3190484046936035,Ġsagte
Ġmich,-2.243257999420166,-0.8062711954116821,2.9088642597198486,Ġmir
Ġdazu,-4.434345245361328,-2.537160873413086,4.440128326416016,Ġnicht
Ġge,-0.27271613478660583,-0.27271613478660583,1.1998459100723267,Ġge
bracht,-0.03186483681201935,-0.03186483681201935,0.148284450173378,bracht
",",-0.14622998237609863,-0.14622998237609863,0.8363572359085083,","
Ġwegen,-7.902154445648193,-1.6437190771102905,3.9197802543640137,Ġmich
Ġetwas,-2.817138671875,-2.408146858215332,3.957726001739502,Ġmeiner
Ġbestimm,-8.345831871032715,-0.9855471849441528,3.0651731491088867,Ġzu
tem,-0.5068463683128357,-0.5068463683128357,0.8581029176712036,tem
Ġzu,-0.6048315763473511,-0.6048315763473511,2.309965133666992,Ġzu
Ġhe,-4.974031925201416,-0.08256759494543076,0.6136366128921509,Ġwe
ulen,-0.00860636681318283,-0.00860636681318283,0.0652657151222229,ulen
.,-0.6105777025222778,-0.6105777025222778,1.2966240644454956,.
Ġvielleicht,-5.101816177368164,-1.0710773468017578,3.025796890258789,Ġich
Ġhat,-2.875938892364502,-1.4679054021835327,3.6202540397644043,Ġwar
Ġer,-0.3917042315006256,-0.3917042315006256,1.3525123596191406,Ġer
Ġmir,-2.017484188079834,-0.8853001594543457,2.8948137760162354,Ġmich
Ġeinfach,-2.987121343612671,-2.5880916118621826,4.277091026306152,Ġges
Ġnur,-0.7554803490638733,-0.7554803490638733,2.9434735774993896,Ġnur
Ġet,-10.332557678222656,-2.560136079788208,4.264671325683594,Ġdie
liche,-2.3562839031219482,-1.5903775691986084,3.20906662940979,w
Ġfrag,-3.3578999042510986,-1.644913911819458,4.563357830047607,Ġd
en,-0.0016298118280246854,-0.0016298118280246854,0.01664687879383564,en
Ġgest,-0.30495119094848633,-0.30495119094848633,1.3798730373382568,Ġgest
ellt,-0.0009538153535686433,-0.0009538153535686433,0.00971749797463417,ellt
Ġund,-1.8121435642242432,-0.6835272908210754,1.4250530004501343,","
Ġich,-1.1152544021606445,-1.1152544021606445,3.126615047454834,Ġich
Ġkonnte,-2.7454674243927,-0.7217934131622314,2.5317342281341553,Ġhabe
Ġnicht,-1.9003636837005615,-1.7302968502044678,3.2949352264404297,Ġsie
Ġant,-3.0517258644104004,-1.2504698038101196,3.0342493057250977,Ġanders
wort,-0.0035949621815234423,-0.0035949621815234423,0.029713604599237442,wort
en,-0.0007811117684468627,-0.0007811117684468627,0.009303870610892773,en
",",-1.0381754636764526,-0.6402853727340698,1.319509506225586,.
Ġoder,-3.9542794227600098,-0.40028151869773865,1.8991098403930664,Ġweil
Ġso,-3.6698527336120605,-1.6424050331115723,3.2945351600646973,Ġich
Ġwas,-2.418971061706543,-1.2878960371017456,2.423853635787964,Ġetwas
ĠÃ¤,-2.108551502227783,-0.9859471321105957,1.989933729171753,Ġin
hn,-0.0015550674870610237,-0.0015550674870610237,0.013505080714821815,hn
liches,-0.017340010032057762,-0.017340010032057762,0.09487294405698776,liches
.,-0.28255680203437805,-0.28255680203437805,1.3994220495224,.
Ġes,-2.899592161178589,-1.0977303981781006,3.3913402557373047,Ġich
Ġwar,-1.0953197479248047,-1.0953197479248047,2.893343448638916,Ġwar
Ġein,-2.957164764404297,-2.3958587646484375,4.3333539962768555,Ġso
Ġsehr,-2.366786241531372,-2.366786241531372,5.221917629241943,Ġsehr
Ġeigen,-5.33719539642334,-2.2650022506713867,4.3072052001953125,Ġmer
art,-0.013253096491098404,-0.013253096491098404,0.09419180452823639,art
iger,-0.3809070885181427,-0.3809070885181427,0.7004859447479248,iger

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
von,-7.724977016448975,-1.8126015663146973,4.671260833740234,1
Ġhier,-8.949161529541016,-1.528334379196167,5.181934356689453,ĠRe
Ġaus,-0.448891818523407,-0.448891818523407,2.428471565246582,Ġaus
Ġbis,-6.136039733886719,-1.6456717252731323,5.057089805603027,Ċ
Ġzum,-1.4275145530700684,-1.4275145530700684,3.321263551712036,Ġzum
ĠnÃ¤chsten,-4.420620441436768,-0.9647126197814941,4.262359619140625,ĠEnde
Ġsuper,-7.674337387084961,-3.1508677005767822,6.371926784515381,ĠJahr
markt,-0.12225771695375443,-0.12225771695375443,1.0701818466186523,markt
Ġgel,-7.798480987548828,-1.7332792282104492,4.482572555541992,Ġsind
ang,-1.1015374660491943,-0.5944802761077881,1.2026655673980713,angen
t,-0.5143401622772217,-0.5143401622772217,1.4608145952224731,t
Ġman,-0.3715741038322449,-0.3715741038322449,1.7753615379333496,Ġman
Ġin,-2.2614221572875977,-2.035262107849121,3.9299116134643555,ĠÃ¼ber
Ġeinem,-4.879500865936279,-1.9657092094421387,3.5720505714416504,Ġca
Ġ,-3.5062108039855957,-2.248237133026123,4.782265663146973,Ġmin
10,-1.5369269847869873,-1.5369269847869873,2.65871524810791,10
-min,-1.4536340236663818,-0.6761777997016907,1.7280330657958984,Ġmin
Ã¼t,-0.2457505166530609,-0.2457505166530609,0.8535071611404419,Ã¼t
igen,-0.05649150535464287,-0.05649150535464287,0.24286799132823944,igen
Ġsp,-0.8328754901885986,-0.8328754901885986,2.0050549507141113,Ġsp
az,-0.005394900683313608,-0.005394900683313608,0.04071696102619171,az
ier,-0.0003847335756290704,-0.0003847335756290704,0.004350700415670872,ier
gang,-0.003146580420434475,-0.003146580420434475,0.030627679079771042,gang
.,-1.8912899494171143,-1.2222826480865479,3.4100286960601807,","
Ġdie,-2.60145902633667,-2.60145902633667,5.605694770812988,Ġdie
Ġbus,-4.043015956878662,-1.8031412363052368,5.240933418273926,ĠnÃ¤ch
lin,-1.3636579513549805,-1.1825342178344727,2.123412609100342,station
ie,-0.31182822585105896,-0.31182822585105896,0.6010515093803406,ie
Ġ,-0.4218728244304657,-0.4218728244304657,2.1933107376098633,Ġ
20,-4.842776775360107,-3.071162700653076,5.174450874328613,1
Ġh,-1.7347562313079834,-1.7347562313079834,3.3813416957855225,Ġh
Ã¤lt,-0.0373850017786026,-0.0373850017786026,0.18794365227222443,Ã¤lt
Ġdirekt,-1.303202509880066,-1.303202509880066,3.169086456298828,Ġdirekt
Ġvor,-0.326740026473999,-0.326740026473999,1.2909762859344482,Ġvor
Ġdem,-0.4644465744495392,-0.4644465744495392,1.1531269550323486,Ġdem
Ġhaus,-0.9943626523017883,-0.9943626523017883,2.7901177406311035,Ġhaus
Ġund,-1.439255952835083,-1.2508995532989502,2.4528286457061768,.
Ġbring,-0.8742073774337769,-0.8742073774337769,2.753471851348877,Ġbring
t,-0.0012309125158935785,-0.0012309125158935785,0.014620822854340076,t
Ġsie,-0.22257719933986664,-0.22257719933986664,1.0444810390472412,Ġsie
Ġin,-0.8258440494537354,-0.8258440494537354,2.846085548400879,Ġin
Ġ,-1.3290727138519287,-1.2898519039154053,2.4068655967712402,Ġwen
5,-1.674515724182129,-1.6221094131469727,2.594484806060791,10
Ġmin,-0.04173820838332176,-0.04173820838332176,0.2962822914123535,Ġmin
uten,-0.01573984883725643,-0.01573984883725643,0.11393390595912933,uten
Ġzum,-1.1156156063079834,-1.1156156063079834,2.4391555786132812,Ġzum
Ġh,-3.013631582260132,-1.1122643947601318,4.018243789672852,Ġbah
aupt,-0.30689260363578796,-0.30689260363578796,0.6842542886734009,aupt
bah,-0.012611753307282925,-0.012611753307282925,0.10080326348543167,bah
nh,-0.0013224674621596932,-0.0013224674621596932,0.011325780302286148,nh
of,-0.001328301033936441,-0.001328301033936441,0.01291884295642376,of
.,-1.3146681785583496,-1.3146681785583496,2.9707999229431152,.
Ġvon,-3.690667152404785,-1.9322824478149414,5.174616813659668,Ġdie
Ġdort,-0.22747528553009033,-0.22747528553009033,1.0416278839111328,Ġdort
Ġaus,-0.6567533612251282,-0.6567533612251282,2.175248861312866,Ġaus
Ġerre,-1.862473726272583,-1.862473726272583,2.940817356109619,Ġerre
ichen,-0.3054812252521515,-0.3054812252521515,0.583860456943512,ichen
Ġsie,-0.00952981412410736,-0.00952981412410736,0.09542277455329895,Ġsie
Ġdie,-1.7902792692184448,-1.613472819328308,3.1010618209838867,Ġin
Ġinn,-1.8071668148040771,-1.8071668148040771,4.604288101196289,Ġinn
en,-0.008614521473646164,-0.008614521473646164,0.06895039975643158,en
stadt,-0.009994227439165115,-0.009994227439165115,0.06862707436084747,stadt
Ġin,-1.309615969657898,-1.309615969657898,2.6558029651641846,Ġin
Ġca,-2.388185977935791,-0.9752336740493774,2.0222113132476807,Ġ
.,-0.034185413271188736,-0.034185413271188736,0.20180223882198334,.
Ġ,-0.0398578979074955,-0.0398578979074955,0.35499709844589233,Ġ
8,-3.4630825519561768,-1.0031101703643799,2.1453299522399902,10
Ġmin,-0.11565311998128891,-0.11565311998128891,0.6128990650177002,Ġmin
.,-5.3948893547058105,-0.007691648323088884,0.061124287545681,uten
Ġzu,-3.594327449798584,-1.739424228668213,4.574954986572266,Ġmit
Ġfu,-0.3893948197364807,-0.3893948197364807,1.4980285167694092,Ġfu
ÃŁ,-0.0009664393728598952,-0.0009664393728598952,0.010519225150346756,ÃŁ
.,-3.2791662216186523,-1.169442057609558,2.7480692863464355,Ġsind
Ġ,-4.706422328948975,-1.7582287788391113,4.798108100891113,Ġdie
ï¿½ï¿½ï¿½,-10.83126449584961,-1.9953478574752808,3.8148140907287598,2
Ġunsere,-7.612863540649414,-2.116394281387329,6.101110458374023,Ġ
Ġbesten,-8.326066017150879,-2.3941004276275635,4.821541786193848,Ġfer
liste,-6.963606357574463,-1.4066147804260254,4.529015064239502,Ġange
Ġdec,-12.131988525390625,-0.6232357621192932,2.6021475791931152,Ġ
22,-9.30187702178955,-0.3803449273109436,1.9534457921981812,athlon
Ġ,-1.3599425554275513,-1.3599425554275513,4.848663330078125,Ġ
ï¿½ï¿½ï¿½,-1.7233200073242188,-0.6769275665283203,1.919158697128296,ï¿½ï¿½
Ġd,-6.984646797180176,-2.0132553577423096,5.364120960235596,Ġ
eta,-0.46014511585235596,-0.46014511585235596,2.298701763153076,eta
ill,-0.1470303237438202,-0.1470303237438202,0.431463360786438,ill
ier,-1.7238829135894775,-0.21107126772403717,0.5549739003181458,iert
ter,-0.025603746995329857,-0.025603746995329857,0.13035628199577332,ter
Ġproduk,-3.908637285232544,-1.7856323719024658,4.475300312042236,Ġprodukt
tr,-0.007513241842389107,-0.007513241842389107,0.06090455874800682,tr
at,-0.004437955562025309,-0.004437955562025309,0.04141698777675629,at

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
ich,-6.84347677230835,-1.8126015663146973,4.671260833740234,1
Ġwerde,-4.904340744018555,-1.2832754850387573,3.049424171447754,Ġbin
Ġso,-6.8178391456604,-1.7677273750305176,3.713597297668457,Ġmich
Ġviele,-3.584285020828247,-2.2495882511138916,4.809469699859619,Ġoft
Ġti,-10.788509368896484,-1.951174020767212,5.788179397583008,ĠFragen
ere,-0.008423986844718456,-0.008423986844718456,0.09274189174175262,ere
Ġauf,-3.6604199409484863,-1.8904377222061157,4.634420394897461,Ġwie
z,-4.378920078277588,-2.062004566192627,4.237287998199463,Ġder
Ã¤hlen,-0.13342973589897156,-0.13342973589897156,0.7965438961982727,Ã¤hlen
Ġwie,-1.3107645511627197,-0.6904118657112122,2.0234203338623047,","
ĠmÃ¶glich,-2.1715426445007324,-1.1812052726745605,2.96709942817688,Ġich
:,-2.981109857559204,-1.7297203540802002,4.273818016052246,","
Ġpel,-7.516470909118652,-3.4523282051086426,6.3807220458984375,Ġh
ikan,-1.655951976776123,-0.9397635459899902,1.8104822635650635,ik
",",-0.25497353076934814,-0.25497353076934814,1.7682113647460938,","
Ġe,-3.9566047191619873,-2.8684022426605225,5.6409912109375,Ġele
is,-1.0404294729232788,-1.0404294729232788,1.6879627704620361,is
b,-1.2637250423431396,-0.45355772972106934,1.105488896369934,v
Ã¤r,-0.06814277172088623,-0.06814277172088623,0.3843356966972351,Ã¤r
",",-0.06725920736789703,-0.06725920736789703,0.5395675897598267,","
Ġele,-2.8717997074127197,-2.713686227798462,5.318516254425049,Ġtiger
fant,-0.20990514755249023,-0.20990514755249023,0.49918752908706665,fant
",",-0.05593232437968254,-0.05593232437968254,0.46867915987968445,","
Ġp,-3.2724499702453613,-2.6413216590881348,5.149099349975586,Ġtiger
fer,-1.9357326030731201,-0.2770468592643738,0.925680935382843,ingu
d,-0.025000741705298424,-0.025000741705298424,0.17182599008083344,d
",",-0.054900020360946655,-0.054900020360946655,0.45082932710647583,","
Ġgir,-4.385748386383057,-1.775765061378479,4.673537254333496,Ġh
affe,-0.015724359080195427,-0.015724359080195427,0.10409501194953918,affe
",",-0.05471833050251007,-0.05471833050251007,0.4496101140975952,","
ĠlÃ¶,-4.668487548828125,-2.467012643814087,4.994510650634766,Ġh
we,-0.009537961333990097,-0.009537961333990097,0.07045488059520721,we
",",-0.06741924583911896,-0.06741924583911896,0.5312849283218384,","
Ġaff,-3.2370052337646484,-2.1739768981933594,4.809285640716553,Ġtiger
e,-0.07318008691072464,-0.07318008691072464,0.29033154249191284,e
",",-0.07524232566356659,-0.07524232566356659,0.5868533849716187,","
Ġf,-3.363222599029541,-2.4130654335021973,4.947037220001221,Ġh
uchs,-0.9991445541381836,-0.9552125930786133,1.4897441864013672,ros
",",-0.05896216258406639,-0.05896216258406639,0.47676485776901245,","
Ġwolf,-3.7969822883605957,-1.8873820304870605,4.752124309539795,Ġh
",",-0.05245628580451012,-0.05245628580451012,0.431761771440506,","
Ġsch,-2.7907023429870605,-2.201476573944092,4.806585311889648,Ġh
af,-1.5476641654968262,-1.0614886283874512,2.2553822994232178,we
",",-0.05628948286175728,-0.05628948286175728,0.4637197256088257,","
Ġzie,-4.790461540222168,-2.099104166030884,4.735321521759033,Ġh
ge,-0.05688630789518356,-0.05688630789518356,0.22215904295444489,ge
",",-0.03947270289063454,-0.03947270289063454,0.3530130386352539,","
Ġh,-2.0770647525787354,-2.0770647525787354,4.744429588317871,Ġh
und,-0.9539451599121094,-0.7220745086669922,1.2392778396606445,ase
",",-0.07953687757253647,-0.07953687757253647,0.6119024157524109,","
Ġkat,-1.2397589683532715,-1.2397589683532715,4.061691761016846,Ġkat
ze,-0.0036753739695996046,-0.0036753739695996046,0.029621880501508713,ze
",",-0.08697021007537842,-0.08697021007537842,0.622320294380188,","
Ġtiger,-3.710383653640747,-2.6164791584014893,4.863217830657959,Ġma
",",-0.07264579087495804,-0.07264579087495804,0.5696463584899902,","
Ġb,-3.456632614135742,-2.8824081420898438,5.107709884643555,Ġh
Ã¤r,-0.16097810864448547,-0.16097810864448547,0.7204307913780212,Ã¤r
.,-4.428370952606201,-0.08479087799787521,0.6508311033248901,","
Ġund,-4.271251678466797,-2.6206445693969727,6.255998611450195,Ġich
Ġso,-3.0819547176361084,-2.6504228115081787,4.743882179260254,Ġdann
Ġweiter,-0.3603891134262085,-0.3603891134262085,1.8545472621917725,Ġweiter
Ġund,-1.2550643682479858,-1.225221037864685,3.0718674659729004,.
Ġso,-0.2039564996957779,-0.2039564996957779,1.137632966041565,Ġso
Ġfort,-0.7927992939949036,-0.6802981495857239,1.0306129455566406,Ġweiter
",",-2.8543827533721924,-0.6503909230232239,2.860353469848633,.
Ġaber,-3.6508913040161133,-1.0945606231689453,3.8785152435302734,Ġbis
Ġdas,-2.6199252605438232,-2.1388747692108154,4.6689558029174805,Ġich
Ġre,-3.48777174949646,-1.7257258892059326,4.428260803222656,Ġist
icht,-0.018354570493102074,-0.018354570493102074,0.12883082032203674,icht
ĠfÃ¼r,-4.053459644317627,-1.2936091423034668,3.007740020751953,Ġnicht
Ġjetzt,-4.16115665435791,-2.049875497817993,3.7730331420898438,Ġdie
.,-2.2929749488830566,-1.2221835851669312,2.7772228717803955,Ġnicht
Ġich,-2.191060781478882,-2.191060781478882,5.46072244644165,Ġich
Ġh,-4.145468711853027,-1.5055408477783203,3.9414286613464355,Ġwerde
off,-0.1770400106906891,-0.1770400106906891,0.7866312265396118,off
e,-0.003960504662245512,-0.003960504662245512,0.03633901849389076,e
Ġdas,-3.970207691192627,-0.5259633660316467,2.174095869064331,","
Ġhat,-4.116216659545898,-1.369507074356079,4.003637313842773,Ġre
Ġdeine,-5.053116798400879,-1.72829270362854,3.7841806411743164,Ġdir
Ġfr,-3.206597089767456,-1.4706876277923584,4.204962253570557,Ġne
age,-0.005878540687263012,-0.005878540687263012,0.0534888431429863,age
Ġbe,-0.40550658106803894,-0.40550658106803894,2.026312828063965,Ġbe
antwort,-0.0020576987881213427,-0.0020576987881213427,0.020291825756430626,antwort
et,-0.002850043587386608,-0.002850043587386608,0.026799963787198067,et
.,-1.0703831911087036,-1.0703831911087036,3.2924394607543945,.
Ġwenn,-2.7312164306640625,-2.678007125854492,5.82240104675293,Ġich
Ġdu,-1.2643892765045166,-0.8061268925666809,1.9544936418533325,Ġnicht
Ġweitere,-4.033819675445557,-1.7640920877456665,4.236057758331299,Ġmehr
Ġfrag,-0.7823348641395569,-0.7823348641395569,2.618960380554199,Ġfrag
en,-0.003380419919267297,-0.003380419919267297,0.028406240046024323,en
Ġhast,-0.22699174284934998,-0.22699174284934998,1.0590651035308838,Ġhast
",",-0.34629544615745544,-0.34629544615745544,1.7666654586791992,","
Ġfrag,-4.77822208404541,-1.852474331855774,3.702969551086426,Ġkannst
